entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
usichaacha,rusichaacha',-u-si-chaacha,EJG;ND;RLC;VP,vA:caus,A,NO,1899,"To cause something to come loose, to loosen up.","Hacerlo que se afloje o se suelte, aflojarlo.",actions,,,r.u-si-chaacha; ~ r.u-su=chaacha,gu-si!-chaacha; ~ g.u-su!=chaacha,bi-si-chaacha; ~ bi-su=chaacha,k.u-su!=chaacha,,,,,4,2,Bisuchaacha'be torníu.,Aflojó el tornillo.,Cusúchaacha'be layabe.,Se le está moviendo el diente (i.e. como cuando a los niños se les van a caer los dientes).
usichaani,rusichaani',-u-si-chaani,JLC;RLC,vA:caus,A,NO,1900,To cause to limp.,Hacer cojear.,wellness,,,r.u-si-chaani,g.u-si!-chaani,bi-si-chaani,,,,,,3,1,Rusuchaani' (g)uba ñee binnì.,La reuma hace cojear la gente.,,
usichaawi,rusichaahui',-u-si-chaawi,EJG;JLC;ND;RLC;VC;VP,vA:caus,A,NO,1901,"To dress up, to attire in fancy clothes.","Vestirse bien, arreglarse.",clothing and adornment,,RLC,r.u-si-chaawi; ~ r.u-su-chaawi; ~ r.u-zi-chaawi; ~ r.u-zu-chaawi,g.u-si!-chaawi; ~ g.u-su!-chaawi,bi-su-chaawi; ~ bi-zu-chaawi,,,,,,3,5,Juan rusuchaahui' xiiñi'.,Juan viste bien a su hijo/a.,Rusichaahui' Fàna.,Juana se arregla bien.
usichangalu,rusichangà lu,-u-si-changa* # lu,RLC;VC,vA:caus,A,NO,1902,To cause to become cross-eyed.,Hacerlo hacer bizco.,actions,,VC,r.u-su-changa* # lu,g.u-su!-changa* # lu,bi-su-changa* # lu,,,,,,3,1,Bisuchangà bicuiini' nà'be lube.,Su dedo hizo que hiciera bizco.,,
usichangazha7na,rusichangà xa'na',-u-si-changa* # zha7na,RLC,vA:caus,A,NO,1903,To cause to walk sideways.,Hacerlo caminar de lado.,actions,,,r.u-su-changa* # lu,g.u-su!-changa* # lu,bi-su-changa* # lu,,,,,,3,1,Rusuchangà murrál xa'na'be.,El morral lo hace caminar de lado.,,
usicheeche,rusicheeche',-u-si-cheeche,EJG;RLC,vA:caus,A,NO,1904,To cause loose stools or diarrhea.,"Hacer que se suelte la panza, dar diarrea.",actions,,EJG;JLC;ND;VC,r.u-si-cheeche,g.u-si!-cheeche,bi-si-cheeche,,,,,,3,1,Rusucheeche' papàya ndaani' binnì.,La papaya suelta la panza.,,
usichesa,rusichesa,-u-si-chesa,EJG;JLC;ND;RLC;VP,vA:caus,A,NO,1905,To cause to jump.,Hacerlo brincar.,actions,,,r.u-si-chesa,(g).u-si!-chesa,bi-si-chesa,,,,,,3,1,Rusichesa huaga gunaa.,El ratón hace brincar a la mujer (de susto).,,
usichichi,rusichichì,-u-si-chichi*,RLC,vA:caus,A,NO,1906,To anger.,Hacerlo enojar.,actions,,EJG;JLC;ND;RGL,r.u-si-chichi*,g.u=si!-chichi*,bi-si-chichi*,,,,,,3,1,Rusuchichìbe laa.,Lo hace enojar.,,
usichidxilaya,rusichidxì laya,-u-si-chidxi* # laya,RLC;VP,vA:caus,A,NO,1907,"To set the teeth on edge and squeak, as when eating something sour, or when hearing chalk squeak against a blackboard.","Hacer rechinar los dientes, causar dentera, como lo haría algo agrio que se come o el rechinido de un gis en un pizarrón.",actions,,,r.u-si-chidxi* # laya,g.u-si!-chidxi* # laya,bi-si-chidxi* # laya,,,,,,3,1,Rusichidxì mànguyaa laya.,El mango verde hace que duelan los dientes.,,
usichiita,rusichiità',-u-si-chiita*,EJG;JLC,vA:caus,A,NO,1908,To make something limp or hobble.,"Hacerlo falsear, renquear, o cojear.",wellness,,,r.u-su-chiita*,gu-si!-chiita*,bi-si-chiita*,k.u-si!-chiita*; ~ k.u-si!-chiita,,,,,4,1,Rusuchiità' (g)ubà ñee Ròsa.,La hace cojear la reuma a Rosa.,,
usichipa,rusichipa,-u-si-chipa,EJG;ND;RLC,vA:caus,A,NO,1909,"To tarnish or wear out, as in clothes (lit. to cause to become tarnished).",Percudir (lit. hacer que se percuda).,actions,,EJG;JLC,r.u-si-chipa,g.u-si!-chipa,bi-si-chipa,,,,,,3,1,Rusichipa Fàna xhaba Fán.,Juana echa a perder la ropa de Juan.,,
usichipalaga,rusichipa laga,-u-si-chipa # laga,RGL,vA:caus,A,NO,1910,To embarrass (lit. to cause someone's eyelid to tarnish).,Avergonzar (lit. percudirle el párpado).,actions,,,r.u-si-chipa laga,,,,,,,,1,2,Má bisuchipa ba'du'dí' lagá'.,"Este muchacho ya me volvió una sinvergüenza (ej. si un hijo pide prestado, no paga, y le reclaman a la mamá).",Rusichipa Fàna laga Fán.,Juana avergüenza a Juan.
usichipalu,rusichipa lu,-u-si-chipa # lu,ND;RLC,vA:caus,A,NO,1911,To embarrass (lit. to cause someone's face to tarnish).,Avergonzar (lit. percudirle la cara).,actions,,,r.u-si-chipa # lu,g.u-si!-chipa # lu,bi-si-chipa # lu,,,,,,3,1,Rusichipa Fàna lu Fán.,Juana engaña a Juan (i.e. con otro hombre).,,
usichonga,rusichonga,-u-si-chonga,EJG;ND;RLC;VP,vA:caus,A,NO,1912,To harden (lit. to cause to become hard or stiff).,Endurecer (lit. hacer que se haga duro).,actions,,EJG;JLC;ND;RGL;RLC,r.u-si-chonga; ~ r.u-su-chonga,g.u-su!-chonga,bi-si-chonga,k.u-si!-chonga,,z.u-si-chonga,,,5,3,Bisuchongabe gueta.,Hizo dura la tortilla.,Cuchonga; Cusichonga>.,Se está poniendo dura la tortilla (ej. porque no se la están comiendo).
usichuga,rusichuga,-u-si-chuga,EJG;RLC,vA:caus,A,NO,1913,To harden (lit. to cause to become hard or stiff).,Endurecer (lit. hacer que se haga duro).,actions,,,r.u-si-chuga,g.u-si!-chuga,bi-si-chuga,,,,,,3,1,Rusuchuga SIDA binnì.,El SIDA hace enflaquecer a la gente.,,
usichungu,rusichungù,-u-si-chungu*,RLC,vA:caus,A,NO,1914,"To shorten (lit. to cause to become short). By extension, to break off, to split off.","Acortarlo (lit. hacerlo corto). Por extensión, cortarlo, troncharlo, mocharlo.",actions,,,,,,,,,,,0,1,Bisichungùbe yaga.,Tronchó el árbol / la madera.,,
usichuuchu,rusichuuchu',-u-si-chuuchu,EJG;JLC,vA:caus,A,NO,1915,"To cause to become viscous and/or sticky, as in the case of infected and encrusted eyes.","Hacer que se ponga viscoso y/o pegajoso, como cuando se infectan los ojos, supuran y se pegan.",actions,,EJG;JLC;RGL,r.u-si-chuuchu,,,,,,,,1,0,,,,
usichuundu,rusichuundu',-u-si-chuundu,EJG;ND;RGL;VP,vA:caus,A,NO,1916,"To blur, in reference to vision (lit. to make blurry). By extension, to cloud up, to fog up, to darken.","Enturbiar, dicho de la vista (lit. hacerla turbia). Por extensión, nublar, empañar, oscurecer.",actions,,EJG,r.u.si-chuundu; ~ r.u-su-chuundu,g.u-si!-chuundu,bi-si-chuundu; ~ bi-su-chuundu,,,,,,3,2,Bisichuundu'be lu.,Lo hizo confundirse.,Bisichuundu' computadòra lu.,Le cansa la vista la computadora.
usichwi7,rusichui',-u-si-chwi7,RLC,vA:caus,A,NO,1917,To cause to be slippery.,Hacer que se haga resbaloso.,actions,,,r.u-su-chwi7,gu-su!=chwi7,bi-su-chwi7,,,,,,3,2,Bisuchui'beni.,Lo hizo que se pusiera resbaloso.,Rusuchui'be layu.,Hace que el piso sea resbaloso.
usiduutu,rusiduutu',-u-si-d.uutu,JLC;RLC,vA:caus,A,NO,1918,To soften (lit. to cause to become soft).,Ablandarlo (lit. hacerlo blando).,actions,,,r.u-si-d.uutu,g.u-si!-d.uutu,bi-si-d.uutu,,,,,,3,1,Rusuduutu' beelà' nè guie xtì' chilemolèra.,Ablanda la carne con la piedra de la chilemolera.,,
usida7da,rusidá'da',-u-si-da!7da,RLC,vA:caus,A,NO,1919,To cause to waddle like a hen with short legs.,"Hacerlo caminar chueco, como una gallina de patas cortas.",actions,,,r.u-si-da!7da,g.u-su!,bi-si-da!7da,,,,,,3,1,Rusidá'da'ni laaca'me.,(El peso que tiene) hace caminar chueco al animal.,,
usida,rusidà,-u-si-da*,JLC;RLC,vA:caus,A,NO,1920,"To cause to spring up or flow, in reference to a liquid. By extension, to make one's mouth water from a desire to eat something.","Hacer manar o brotar, dicho de un líquido. Por extensión, hacer que se le haga agua la boca en el sentido de darle antojo.",actions,,JLC,r.u-si-da*,g.u-si!-da*,bi-si-da*,,,,,,3,2,Rusidàniisa ruaa.,Hace que se le haga agua en la boca.,Rusudànisa ruaa binnì.,Hace que se le haga agua la boca (por antojo).
usidaa,rusidaa,-u-si-daa,JLC;RLC,vA:caus,A,NO,1921,"To cause to become infected, in reference to a wound. (lit. to cause to fill up with liquid).","Hacer que se infecte, dicho de una herida (lit. hacer que se llene de líquido).",wellness,,,r.u-si-daa,g.u-si!-daa,bi-si-daa,,,,,,3,1,Rusidaa gui'dxu' yaa nà' binnì.,Se infecta el nacido (tipo de grano en la piel) de la gente.,,
usidachi,rusidachì,-u-si-dachi*,JLC;RLC,vA:caus,A,NO,1922,"To cause to be emptied out, to empty out.","Hacer que se vacíe, vaciar.",actions,,,r.u-si-dachi*,g.u-si!-dachi*,bi-su-dachi*,,,,,,3,1,Bisudachì yùzè nisa ndaani' pilèta.,Se acabaron los toros el agua de la pileta.,,
usidipa,rusidipa,-u-si-dipa,RGL;RLC,vA:caus,A,NO,1923,To cause to become sexually aroused.,Excitar sexualmente.,actions,,EJG;RLC,r.u-si-dipa,g.u-si!-dipa,bi-si-dipa,k.u-si!-dipa,,,,,4,0,,,,
usido7,rusido',-u-si-do7,EJG;JLC;RLC;VP,vA:caus,A,NO,1924,To cause to calm down.,"Hacer que se calme, se apacigüe o se tranquilice.",actions,,,r.u-si-do7,g.u-si!-do7,bi-si-do7,,,,,,3,2,(G)usudo'.,Cálmalo (ej. a un animalito inquieto).,Rusudo'be maní'be.,Amansa a su caballo.
usidubi,rusidubi,-u-si-dubi,EJG;JLC;RGL;RLC;VP,vA:caus,A,NO,1925,"To spend out, to consume, to finish something up (lit. to cause to be consumed).","Gastar, consumir, acabarlo (lit. hacer que se consuma).",actions,,EJG,r.u-si-dubi,g.u-si!-dubi,bi-si-dubi; ~ bi-su-subi,,,,,,3,1,Rusidubibe ti ndaa xandié.,Ella se acaba toda la sandía.,,
usidxaba7,rusidxabá',-u-si-dxaba!7,EJG;RLC,vA:caus,A,NO,1926,To make something smell bad.,Hacer que se apeste.,actions,,,r.u-si-dxaba!7,g.u-si!-dxaba!7,bi-si-dxaba!7,,,,,,3,1,Rusudxabá' nisaguie lari.,La lluvia hace que apeste la ropa.,,
usidxaga,rusidxaga,-u-si-dxaga,EJG;RLC;VP,vA:caus,A,NO,1927,"To tire out, to fatigue (lit. to cause to become tired).","Cansar, fatigar (lit. hacer que se canse).",actions,,RLC,r.u-si-dxaga,g.u-si!-dxaga,bi-si-dxaga,,,,,,3,3,Bidxagayaa Fán Pèdru .,Juan se asombró de Pedro.,Bisidxagayaa Fán Pèdru.,Juan hizo que se cansara mucho Pedro.
usidxeike,rusidxe ique,-u-si-dxe # ike,RLC,vA:caus,A,NO,1928,To cause a lapse in judgement or mental health disorder (lit. to cause the head to become empty).,"Trastornarlo, dicho de la coherencia y la salud mental (lit. hacer que se le vacíe la cabeza).",wellness,,,,,,,,,,,0,1,Rusudxe bidxiña bupu ique Fán.,La cerveza lo aloca a Juan.,,
usidxe7,rusidxe',-u-si-dxe7,JLC,vA:caus,A,NO,1929,To wet something (lit. to cause to become wet).,Mojarlo (lit. hacerlo que esté mojado).,actions,,,r.u-si-dxe7; ~ r.u-su-dxe7,g.u-si!-dxe7,bini dxe7; ~ bi-si-dxe7,,,,,,3,1,Bisidxe' lari.,Mojó la ropa.,,
usidxi7ba,rusidxi'ba',-u-si-dxi7ba,EJG;JLC;RLC;VP,vA:caus,A,NO,1930,To cause to throw up.,Hacer vomitar.,actions,,JLC,r.u-si-dxi7ba,g.u-si!-dxi7ba,bi-si-dxi7ba,,,,,,3,1,Rusudxi'ba' nisa dxú'ni' binnì.,El mezcal hace vomitar a la gente.,,
usidxiibi,rusidxiibi',-u-si-dxiibi,RLC;VP,vA:caus,A,NO,1931,"To smooth out. By extension, to epilate.","Alisar. Por extensión, depilar.",actions,,EJG;JLC,r.u-si-dxiibi,(g).u-si!-dxiibi,bi-si-dxiibi,,,,,,3,1,Bisudxiibi' gunaa ca' ñee.,La mujer se depila las piernas.,,
usidxunu,rusidxunu,-u-si-dxunu,JLC;RLC,vA:caus,A,NO,1932,To cause to decrease in quantity or become scarce.,"Hacerlo aminorarse, escasear, o reducirse en cantidad.",actions,,,r.u-si-dxunu,g.u-si!-dxunu,bi-su-dxunu,,,,,,3,1,Bisudxunuca'be niìdxì' ra tiènda.,Hicieron escasear la leche en la tienda.,,
usiga7de,rusiga'de',-u-si-g.a7de,EJG;RLC;VP,vA:caus,A,NO,1933,To gift to someone.,"Regalarle, obsequiarle.",actions,,,r.u-si-g.a7de; ~ r.u-si-gaade,g.u-si!-gaade; ~ (g)u-si!-ga7de,bi-si-g.a7de; ~ bi-su-gaade,,,,,,3,5,Bisiga'de'.,Regaló.,Bisuga'de'be.,Regaló.
usigaanda,rusigaanda',-u-si-g.aanda,EJG;JLC;RGL;RLC;VP,vA:caus,A,NO,1934,"To cool down, to refresh (lit. to cause to become cold).","Enfriarlo, refrescarlo (lit. hacer que se haga frío).",actions,,RLC,r.u-si-g.aanda; ~ r.u-su-g.aanda,g.u-si!-g.aanda,bi-si-g.aanda,k.u-si!-g.aanda [???],,,,,4,1,Bisugaanda' niìdxì'dí' ndaani' rèfri xtíu'.,Enfría esta leche en tu refri.,,
usigapa,rusigapà,-u-si-g.apa*,JLC;VC;VP,vA:caus,A,NO,1935,"To hand over the care of someone or something, to entrust (lit. to cause to look after).","Encargarle el cuidado de algo o alguien, encomendarle (lit. hacer que cuide).",actions,,,r.u-si-g.apa*,g.u-si!-g.apa*,bi-si-g.apa*,,,,,,3,2,Bisigapá' xhiiñé' Mariá.,Le encargué mi hija a María.,Rusigapà lu Diúxi.,Encomienda a Dios.
usiguuna,rusiguuna',-u-si-g.uuna,EJG;JLC;RGL;RLC;VP,vA:caus,A,NO,1936,To cause to cry.,Hacer llorar.,actions,,EJG,r.u-si-guuna,g.u-si!-guuna,bi-si-g.uuna,,,,,,3,2,Bisiguuna'be laa.,La hizo llorar.,Bisiguuna'be laa.,La hizo llorar.
usiguunda1,rusiguunda',-u-si-g.uunda,EJG;RLC;VP,vA:caus,A,NO,1937,To cause to sing.,Hacer cantar.,actions,,,r.u-si-g.uunda,g.u-si!-g.uunda,bi-si-g.uunda,,,,,,3,1,Rusuguunda' xiiñé' Isabél.,Mi hija hace leer a Isabel.,,
usiguunda2,rusiguunda',-u-si-g.uunda,EJG;RLC;VP,vA:caus,A,NO,1938,To make someone read or study.,"Hacer leer, hacer estudiar.",actions,,,r.u-si-g.uunda,g.u-si!-g.uunda,bi-si-g.uunda,,,,,,3,1,Rusuguunda' xiiñé' Isabél.,Mi hija hace leer a Isabel.,,
usiga7,rusigá',-u-si-ga!7,JLC;RLC,vA:caus,A,NO,1939,"To make something green, as when a plant is transplanted or when it is cared for after it began to wilt.","Hacer reverdecer, como cuando una planta se trasplanta o cuando una planta que se está marchitando se cuida.",actions,,,r.uni ga!7,g.u-si!-ga!7,bi.ni ga!7; ~ bi-si-ga!7,,,,,,3,1,Rusigá'be yaga huiini'.,Revive a la plantita.,,
usigaa,rusigaa,-u-si-gaa,EJG;RGL;RLC;VP,vA:caus,A,NO,1940,"To stretch, to elongate (lit. to cause to become long).","Estirarlo, alargarlo (lit. hacer que se haga largo).",actions,,JLC;ND;RGL;RLC,r.u-si-gaa,g.u-si!-gaa; ~ r.u-zu-gaa,bi-si-gaa,k.u-si!-gaa; ~ k.u-zu! gaa,,z.u-si-gaa; ~ z.u-zu=gaa,,,5,2,Rusugaa nà'.,Estira la mano (para alcanzar una cosa).,Rusugaa xcuídi yaalà'.,Estira el niño su chicle.
usigani,rusiganì,-u-si-gani*,EJG;JLC;RLC;VP,vA:caus,A,NO,1941,"To make someone shut up or become quiet, to quiet down.","Hacer que se calle o se calme, silenciar.",actions,,,r.u-si-gani*; ~ r.u-su-gani*,g.u-si!-gani*,bi-si-gani* ~ bi-su-gani*,,,z.u-si-gani*,,,4,2,Bisuganì Mariá ruaa Fán.,María calmó/calló a Juan.,Rusuganì Mariá xiiñi'.,María apapacha a su niño para que deje de llorar.
usiganna,rusiganna,-u-si-ganna,JLC;RLC,vA:caus,A,NO,1942,To cause to become difficult.,Dificultar (lit. hacerlo difícil).,actions,,,r.u-si-ganna,g.u-si!-ganna,bi-si-ganna,,,,,,3,1,Cusígannalu'ni naa.,Me lo haces difícil.,,
usige7dxe,rusigué'dxe',-u-si-ge!7dxe,VC,vA:caus,A,NO,1943,To cause baldness at the crown of the head.,Hacerlo que se le haga calva la coronilla.,actions,,,r.u-si-ge!7dxe,g.u-si-ge!7dxe,,,,,,,2,1,Bisigué'dxe' Mariá xiiñi'.,María volvió a su hijo calvo como el águila.,,
usigenda,rusiguenda,-u-si-genda,JLC;RLC;VP,vA:caus,A,NO,1944,"To accept, to agree.","Aceptar, acceder.",actions,,,r.u-si-genda; ~ r.u-zu-genda,g.u-zu!-genda,bi-si-genda; ~ bi-zu-genda,,,,,,3,1,Bizuguenda Ròsa gùninè Gàbi dxiiña'.,Aceptó Rosa trabajar con Gabriela.,,
usigendane,rusiguendanè,-u-si-genda=ne*,JLC;RLC,vA:caus,A,NO,1945,To accept each other.,Aceptarse mutuamente.,actions,,,r.u-si-genda=ne*,g.u-si!-genda=ne*,bi-si-genda=ne*,,,,,,3,1,Rusiguendanè Fàna Fán.,Juana acepta a Juan.,,
usigii,rusiguiì,-u-si-gii*,EJG;JLC;RLC;VP,vA:caus,A,NO,1946,"To lie, to cheat.","Mentir, engañar.",actions,,,r.u-si-gii*,(g).u-si!-gii*; ~ g.u-si!-gii*,bi-si-gii*,k.u-si^-gii^,,z.u-si-gii^,,,5,6,Bisiguiì.,Miente. (imperativo),Canagusiguiì Fán Fàna.,Juan le anda mintiendo a Juana.
usigola,rusigòla,-u-si-go*la,EJG;RLC,vA:caus,A,NO,1947,To age (lit. to cause to become old).,Envejecerlo (lit. hacer que se haga viejo).,actions,,,r.u-si-go*la,g.u-si!-go*la,bi-si-go*la,,,,,,3,2,Bisigòla (gu)endahuara Fán.,La enfermedad hizo envejecer a Juan.,Rusigòla dxiiña' binnì.,El trabajo envejece a la gente.
usiguudxi,rusiguudxì',-u-si-guudxi*,EJG;RLC;VP,vA:caus,A,NO,1948,To soften (i.e. to cause to become soft).,"Ablandar, suavizar (lit. hacer que se ablande).",actions,,,r.u-si-guudxi*,g.u-si!-guudxi*,bi-si-guudxi*,,,,,,3,1,Rusuguudxì' gueta ndaani' nisa.,Se ablanda la tortilla en el agua (ej. para que la coman los pollitos).,,
usiguundage7tu,rusiguunda' gue'tu',-u-si-guunda # ge7tu,JLC;VC;VP,vA:caus,A,NO,1949,"To help a dying person to die well (literally, making the dead person sing), referring to the practice whereby a prayer woman or man accompanies the person, prays for them, tells them what will happen when they die and which river they will cross, and also makes them pray, sing, or talk so that they can die well.","Ayudar a una persona agonizante a morir bien (lit. hacerle cantar al muerto), dicho de la práctica mediante la cual una rezadora o un rezador acompaña a la persona, le reza, le cuenta qué va a pasar cuando muera y qué río va a atravesar, y también le hace rezar, cantar, o hablar para que pueda morir bien.",cultural practices,,,,,,,,,,,0,1,Rusiguunda' Rogelia gue'tu'.,Rogelia hace cantar a los muertos (ayuda a los agonizantes a morir bien).,,
usiguundu,rusiguundu',-u-si-guundu,EJG;JLC;RLC;VP,vA:caus,A,NO,1950,To make a plant wilt.,Hacerlo marchitar.,actions,,,r.u-si-guundu,g.u-si!-guundu,bi-si-guundu,,,,,,3,1,Rusuguundu' (g)ubidxa yaga huiini'.,La sequía marchita las plantitas.,,
usigwi,rusigüi,-u-si-gwi,JLC,vA:caus,A,NO,1951,"To cause to ripen, ex. in reference to a fruit so that it may be eaten.","Hacerlo madurar, ej. a una fruta para que se pueda comer.",actions,,,,,,,,,,,0,0,,,,
usigye,rusiguie,-u-si-gye,RLC,vA:caus,A,NO,1952,"To cause to rain, in reference to the rainy season.","Hacer llover, dicho de la época de lluvias.",actions,,,r.u-si-gye,(g.)u-si!-gye,,,,,,,2,1,Beeù (g)usíguie.,Mes de lluvia.,,
usikuude,rusicuudè',-u-si-k.uude*,RLC,vA:caus,A,NO,1953,"To cause to bend, fold, or buckle due to lack of strength.","Hacer que se doble, se flexione o se venza por falta de fuerza, doblar, flexionar, encorvar, arquear.",actions,,,,,,,,,,,0,1,Bisucuudè' Mariá ñee Fán.,María hizo que se le vencieran las piernas a Juan.,,
usikawi,rusicahuì,-u-si-kawi*,JLC;RLC,vA:caus,A,NO,1954,"To darken, to blur (lit. to cause to darken).","Oscurecer, hacerlo borroso (lit. hacer que se ponga oscuro).",actions,,,r.u-kawi*,gu-ka*wi* (I),bi-kawi*,,,,,,3,2,Bicahuì lube.,Se puso borroso.,Rucahuìni luá'.,Se pone borrosa mi vista.
usikawidyaga,rusicahuì diaga,-u-si-kawi* # dyaga,JLC;RLC,vA:caus,A,NO,1955,To deafen (lit. to cause the ear to become dark).,Ensordecer (lit. hacer que se oscurezca el oído).,actions,,,r.u-kawi* # dyaga ,gu-ka*wi* # dyaga ,bi-kawi* # dyaga ,,,,,,3,1,Bisucahuì Pèdru diaga Fán.,Pedro ensordeció a Juan.,,
usikichi,rusiquichi,-u-si-kichi,EJG;RLC;VC;VP,vA:caus,A,NO,1956,"To whiten, to cause to become white, to bleach.","Blanquear, emblanquecer, hacer que se haga blanco.",actions,,,,,,,,,,,0,1,Rusiquichi klòro lari naquichí'.,El cloro blanquea la ropa blanca.,,
usikuuxu,rusicuuxhu',-u-si-kuuxu,EJG;JLC;RGL;RLC;VP,vA:caus,A,NO,1957,"To wrinkle, to contract (lit. to cause to wrinkle).","Arrugar, contraer (lit. hacer que se arrugue).",actions,,,r.u-si-kuuxu,g.u-si!-kuuxu,bi-si-kuuxu,,,,,,3,2,Bisicuuxhu'beni.,Lo arrugó.,Rusucuuxhu' gubidxa ladi binnì.,El sol arruga la piel de la gente.
usikwaata,rusicuaata',-u-si-kwaata,EJG;JLC,vA:caus,A,NO,1958,To deafen (lit. to cause to become deaf).,Ensordecer (lit. hacer que se haga sordo).,actions,,,r.u-si-kwaata,g.u-su!-kwaata,bi-si-kwaata,,,,,,3,1,Rusicuaata' cuète diagabe.,Lo ensordece el cohete.,,
usikwaatadyaga,rusicuaata' diaga,-u-si-kwaata # dyaga,EJG;JLC;RLC;VP,vA:caus,A,NO,1959,To deafen (lit. to cause the ear to become deaf).,Ensordecer (lit. hacer que se haga sordo el oído).,actions,,,r.u-si-kwaata # dyaga,g.u-si!-kwaata # dyaga,bi-si-kwaata # dyaga,,,,,,3,2,Rusicuaata' cuète diaga binnì.,El cuete ensordece a la gente.,Rusicuaata' nisa diaga binnì.,Ensordece el agua a la gente (porque se quedó el agua en el oído).
usikwanda,rusicuandà,-u-si-kwanda*,RLC,vA:caus,A,NO,1960,"To cause to become bent, to make something lose its original shape.",Hacer que se enchueque o que pierda su forma original.,actions,,,r.u-su-kwanda*,g.u-su!-kwanda*,bi-su-kwanda*,,,,,,3,1,Bisucuandàbe cubèta de guiiba'.,Enchuecó la cubeta de metal.,,
usikwexke,rusicuexhquè,-u-si-kwexke*,RLC,vA:caus,A,NO,1961,To cause something to be bent out of shape.,Hacer que se enchueque.,actions,,,r.u-si-kwexke*,g.u-su!-kwexke*,bi-su-kwexke*,,,,,,3,2,Bisucue' guicà.,Esta lumbre deladea (algún objeto).,Rusicuexhquè gui plàsticu.,La lumbre hace que se doble el plástico.
usikwixi7,rusicuixhi',-u-si-kwixi!7,EJG;ND;RLC,vA:caus,A,NO,1962,To cause to stand up like a tuft or pompadour.,Hacer que se pare como copete.,actions,,,r.u.si-kwixi!7,g.u-si!-kwixi!7,bi-si-kwixi!7,,,,,,3,1,Rusicuixhi' Fán guichaique.,Juan paró su copete.,,
usilase,rusilase,-u-si-l.ase,EJG;JLC;RLC;VP,vA:caus,A,NO,1963,To make something or someone thin.,Hacerlo adelgazar.,actions,,,r.u-si-lase,g.u-si!-lase,bi-si-lase,,,,,,3,1,Rusilase (gu)endahuara laabe.,Lo adelgaza la enfermedad.,,
usila7dxi,rusila'dxi',-u-si-la7dxi,RLC,vA:caus,A,NO,1964,To rest.,Descansar.,actions,,,r.u-su-la7dxi; ~ r.u-zi-la7dxi,g.u-zi!-la7dxi,bi-si-la7dxi; ~ bi-zi-la7dxi,,,,,,3,3,Bizila'dxi'.,Descansa. (imperativo),Guzíla'dxi' Fán.,Que descanse Juan.
usilaga,rusilaga,-u-si-laga,EJG;JAR;VP,vA:caus,A,NO,1965,To broaden (lit. to cause to become wide).,"Ensanchar, ampliar (lit. hacer que se haga ancho).",actions,,,r.u-si-laga,g.u-si!-laga,bi-su-laga,,,,,,3,1,Para gusílaga luni.,Para ampliarlo.,,
usilana,rusilana,-u-si-lana,VC,vA:caus,A,NO,1966,To stain with soot.,Entiznar.,actions,,,r.u-si-lana,g.u-si!-lana,bi-su-lana,,,,,,3,1,Cádi canu' lari cà zusilanalu'ni.,"No toques esa prenda, la vas a entiznar.",,
usilollo,rusilolò,-u-si-lollo*,VC,vA:caus,A,NO,1967,To fatten (lit. to cause to become round).,Engordar (lit. hacer que se haga redondo).,actions,,,,,,,,,,,0,1,Cádi gusílolò lu xhiiñu'.,No hagas engordar a tu hijo.,,
usimboota,rusimboòtà',-u-si-mboo*ta*,RLC,vA:caus,A,NO,1968,To cause to increase in size and/or volume.,Hacer que aumente de tamaño y/o volumen.,actions,,,r.u-si-mboo*ta*,g.u-si!-mboo*ta*,bi-si-mboo*ta*,,,,,,3,1,Bisumboòtà' gueta laabe.,Lo engordó la tortilla.,,
usimboolo,rusimboolo',-u-si-mboolo,RLC,vA:caus,A,NO,1969,To thicken (lit. to cause to become thick).,Hacerlo grueso.,actions,,,r.u-si-mboolo,g.u-si!-mboolo,bi-si-mboolo,,,,,,3,1,Bisumboolo' gueta laabe.,Lo engordó la tortilla.,,
usimuku,rusimúcu,-u-si-mu!ku,RLC;VP,vA:caus,A,NO,1970,To soil (lit. to cause to become filthy).,"Ensuciar, emporcar (lit. hacer que se haga sucio)",actions,,,r.u-si-mu!ku; ~ g.u-si!-mu*ku,g.u-si!-mu!ku; ~ g.u-si!-mu*ku,bi-si-mu!ku; ~ bi-si-mu*ku,,,,,,3,2,Bisumùcu bi'cu' Àrno.,Ensució el perro a Arno.,Rusimúcu xcuídi xhaba.,Ensucia su ropa el niño.
