ID,Language_ID,Headword,Part_Of_Speech,Attribution,Additional_Information,PDLMA
usyaabi,jzd,rusiaabi',v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.aabi
usyaadxa,jzd,rusiaadxa',v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.aadxa
usyaanda,jzd,rusiaanda',v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-s.y.aanda
usyaande,jzd,rusiaandè',v,JLC;RLC,vA:caus,-u-s.y.aande*
usyaandelu,jzd,rusiaandè' lu,v,EJG;RGL,vA:caus,-u-s.y.aande* # lu
usyaani,jzd,rusiaani',v,EJG;RLC;VP,vA:caus,-u-s.y.aani
usyaaniike,jzd,rusiaani' ique,v,EJG;RLC,vA:caus,-u-s.y.aani # ike
usyaanilu,jzd,rusiaani lu,v,EJG,vA:caus,-u-s.y.aani lu
usyaapa,jzd,rusiaapà',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-s.y.aapa*
usyaasi,jzd,rusiaasi',v,EJG,vA:caus,-u-s.y.aasi
usyacha,jzd,rusiacha,v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.acha
usyaka,jzd,rusiaca,v,EJG;JLC;VC;VP,vA:caus,-u-s.y.aka
usyakawati,jzd,rusiaca huatì,v,EJG,vA:caus,-u-s.y.aka wati*
usyalle7,jzd,rusialé',v,EJG;JLC;RLC,vA:caus,-u-s.y.alle!7
usyana,jzd,rusiana,v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.ana
usyanda,jzd,rusianda,v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-s.y.anda
usyati,jzd,rusiatì,v,JLC;ND;VP,vA:caus,-u-s.y.ati*
usyatinisa,jzd,rusiatì nisa,v,EJG;JLC;VC;VP,vA:caus,-u-s.y.ati* # nisa
usyawi,jzd,rusiahuì,v,RLC,vA:caus,-u-s.y.awi*
usyene,jzd,rusiene,v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.ene
usyete,jzd,rusiete,v,JLC;RLC,vA:caus,-u-s.y.ete
usyetenala7dxi,jzd,rusietenala'dxi',v,EJG;VP,vA:caus,-u-s.y.ete=na-la7dxi
usyu7dxu,jzd,rusiu'dxu',v,EJG;JLC;RLC;VP,vA:caus,-u-s.y.u7dxu
usyuzhe,jzd,rusiuxe,v,JLC;RLC,vA:caus,-u-s.y.uzhe
usya,jzd,rusia,v,EJG;JLC;RGL;VP,vA:caus,-u-s.ya
usyabiri,jzd,rusia birì,v,RLC,vA:caus,-u-s.ya # bi-ri*
usya-2,jzd,rusià,v,EJG;RGL;RLC;VP,vA:caus,-u-s.ya*
usyane,jzd,rusiànè,v,RGL;RLC,vA:caus,-u-s.ya*=ne*
usyaa1,jzd,rusiaa,v,EJG;RLC;VP,vA:caus,-u-s.yaa
usyaa2,jzd,rusiaa,v,EJG;RLC;VP,vA:caus,-u-s.yaa
usyaalubi,jzd,rusiaà lu bi,v,RLC,vA:caus,-u-s.yaa* # lu bi
usyaase,jzd,rusiaase',v,EJG;JLC;RLC;VP,vA:caus,-u-s.yaase
usyaya,jzd,rusiaya,v,EJG;JLC;RLC;VP,vA:caus,-u-s.yaya
usyeche7,jzd,rusieché',v,EJG;JLC;RLC;VP,vA:caus,-u-s.yeche!7
usyenedyaga,jzd,rusienediaga,v,EJG,vA:caus,-u-s.yene=dyaga
usyenye,jzd,rusieñe,v,JLC,vA:caus,-u-s.yenye
usyo7xo,jzd,rusio'xho',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-s.yo7xo
usyonde,jzd,rusionde,v,EJG;RLC;VC,vA:caus,-u-s.yonde
usyonna,jzd,rusionna,v,JLC;VC,vA:caus,-u-s.yonna
usyu7chu,jzd,rusiu'chu',v,RLC,vA:caus,-u-s.yu7chu
usyubi,jzd,rusiubì,v,JLC;RLC,vA:caus,-u-s.yubi*
usyuuba,jzd,rusiuuba',v,EJG;RLC;VP,vA:caus,-u-s.yuuba
usa,jzd,rusa,v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-sa
usa7bi,jzd,rusá'bi',v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-sa!7bi
usa7bidxita,jzd,rusá'bi' dxita,v,EJG;RLC,vA:caus,-u-sa!7bi # dxita
usa7bixxeela,jzd,rusá'bi'xheela',v,EJG;ND,vA:caus,-u-sa!7bi=x.xeela
usane,jzd,rusanè,v,RLC,vA:caus,-u-sa=ne*
usaniru,jzd,rusanìrù,v,JLC,vA:caus,-u-sa=ni*ru*
usaa,jzd,rusaa,v,EJG;JLC;RLC;VP,vA:caus,-u-saa
usaabeewu,jzd,rusaa beeù',v,EJG,vA:caus,-u-saa # beewu*
usaaiza,jzd,rusaa iza,v,EJG,vA:caus,-u-saa # iza
usaaxtiidxa,jzd,rusaa xtiidxa',v,JLC;RLC,vA:caus,-u-saa # x.tiidxa
usaka,jzd,rusaca,v,EJG;RLC,vA:caus,-u-saka
usakawati,jzd,rusacahuatì,v,RLC,vA:caus,-u-saka=wati*
useendaganna,jzd,ruseenda' gànnà,v,EJG;RLC,vA:caus,-u-seenda # g.a*nna*
usibaa,jzd,rusibaà,v,RLC;VC,vA:caus,-u-si-baa*
usibaaza,jzd,rusibaazà',v,JLC;RLC,vA:caus,-u-si-baaza*
usibaba,jzd,rusibaba,v,EJG;JLC;RLC;VP,vA:caus,-u-si-baba
usiballi7,jzd,rusibalí',v,RLC,vA:caus,-u-si-balli!7
usibani,jzd,rusibanì,v,EJG;RLC;VP,vA:caus,-u-si-bani*
usibapa,jzd,rusibapa,v,VC,vA:caus,-u-si-bapa
usibe7,jzd,rusibè',v,EJG;JLC;RLC;VP,vA:caus,-u-si-be*7
usibiru,jzd,rusibìrù,v,JLC;RLC,vA:caus,-u-si-bi*ru*
usibiidi,jzd,rusibiidi',v,EJG;JLC;RGL;RLC,vA:caus,-u-si-biidi
usibumbu,jzd,rusibumbù,v,RLC,vA:caus,-u-si-bumbu*
usibumburwaa,jzd,rusibumbù ruaa,v,EJG;RLC,vA:caus,-u-si-bumbu* rwaa
usibupu,jzd,rusibupu,v,VC,vA:caus,-u-si-bupu
usichaaba,jzd,rusichaaba',v,EJG;JLC;ND;VP,vA:caus,-u-si-chaaba
usichaacha,jzd,rusichaacha',v,EJG;ND;RLC;VP,vA:caus,-u-si-chaacha
usichaani,jzd,rusichaani',v,JLC;RLC,vA:caus,-u-si-chaani
usichaawi,jzd,rusichaahui',v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-si-chaawi
usichangalu,jzd,rusichangà lu,v,RLC;VC,vA:caus,-u-si-changa* # lu
usichangazha7na,jzd,rusichangà xa'na',v,RLC,vA:caus,-u-si-changa* # zha7na
usicheeche,jzd,rusicheeche',v,EJG;RLC,vA:caus,-u-si-cheeche
usichesa,jzd,rusichesa,v,EJG;JLC;ND;RLC;VP,vA:caus,-u-si-chesa
usichichi,jzd,rusichichì,v,RLC,vA:caus,-u-si-chichi*
usichidxilaya,jzd,rusichidxì laya,v,RLC;VP,vA:caus,-u-si-chidxi* # laya
usichiita,jzd,rusichiità',v,EJG;JLC,vA:caus,-u-si-chiita*
usichipa,jzd,rusichipa,v,EJG;ND;RLC,vA:caus,-u-si-chipa
usichipalaga,jzd,rusichipa laga,v,RGL,vA:caus,-u-si-chipa # laga
usichipalu,jzd,rusichipa lu,v,ND;RLC,vA:caus,-u-si-chipa # lu
usichonga,jzd,rusichonga,v,EJG;ND;RLC;VP,vA:caus,-u-si-chonga
usichuga,jzd,rusichuga,v,EJG;RLC,vA:caus,-u-si-chuga
usichungu,jzd,rusichungù,v,RLC,vA:caus,-u-si-chungu*
usichuuchu,jzd,rusichuuchu',v,EJG;JLC,vA:caus,-u-si-chuuchu
usichuundu,jzd,rusichuundu',v,EJG;ND;RGL;VP,vA:caus,-u-si-chuundu
usichwi7,jzd,rusichui',v,RLC,vA:caus,-u-si-chwi7
usiduutu,jzd,rusiduutu',v,JLC;RLC,vA:caus,-u-si-d.uutu
usida7da,jzd,rusidá'da',v,RLC,vA:caus,-u-si-da!7da
usida,jzd,rusidà,v,JLC;RLC,vA:caus,-u-si-da*
usidaa,jzd,rusidaa,v,JLC;RLC,vA:caus,-u-si-daa
usidachi,jzd,rusidachì,v,JLC;RLC,vA:caus,-u-si-dachi*
usidipa,jzd,rusidipa,v,RGL;RLC,vA:caus,-u-si-dipa
usido7,jzd,rusido',v,EJG;JLC;RLC;VP,vA:caus,-u-si-do7
usidubi,jzd,rusidubi,v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-si-dubi
usidxaba7,jzd,rusidxabá',v,EJG;RLC,vA:caus,-u-si-dxaba!7
usidxaga,jzd,rusidxaga,v,EJG;RLC;VP,vA:caus,-u-si-dxaga
usidxeike,jzd,rusidxe ique,v,RLC,vA:caus,-u-si-dxe # ike
usidxe7,jzd,rusidxe',v,JLC,vA:caus,-u-si-dxe7
usidxi7ba,jzd,rusidxi'ba',v,EJG;JLC;RLC;VP,vA:caus,-u-si-dxi7ba
usidxiibi,jzd,rusidxiibi',v,RLC;VP,vA:caus,-u-si-dxiibi
usidxunu,jzd,rusidxunu,v,JLC;RLC,vA:caus,-u-si-dxunu
usiga7de,jzd,rusiga'de',v,EJG;RLC;VP,vA:caus,-u-si-g.a7de
usigaanda,jzd,rusigaanda',v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-si-g.aanda
usigapa,jzd,rusigapà,v,JLC;VC;VP,vA:caus,-u-si-g.apa*
usiguuna,jzd,rusiguuna',v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-si-g.uuna
usiguunda1,jzd,rusiguunda',v,EJG;RLC;VP,vA:caus,-u-si-g.uunda
usiguunda2,jzd,rusiguunda',v,EJG;RLC;VP,vA:caus,-u-si-g.uunda
usiga7,jzd,rusigá',v,JLC;RLC,vA:caus,-u-si-ga!7
usigaa,jzd,rusigaa,v,EJG;RGL;RLC;VP,vA:caus,-u-si-gaa
usigani,jzd,rusiganì,v,EJG;JLC;RLC;VP,vA:caus,-u-si-gani*
usiganna,jzd,rusiganna,v,JLC;RLC,vA:caus,-u-si-ganna
usige7dxe,jzd,rusigué'dxe',v,VC,vA:caus,-u-si-ge!7dxe
usigenda,jzd,rusiguenda,v,JLC;RLC;VP,vA:caus,-u-si-genda
usigendane,jzd,rusiguendanè,v,JLC;RLC,vA:caus,-u-si-genda=ne*
usigii,jzd,rusiguiì,v,EJG;JLC;RLC;VP,vA:caus,-u-si-gii*
usigola,jzd,rusigòla,v,EJG;RLC,vA:caus,-u-si-go*la
usiguudxi,jzd,rusiguudxì',v,EJG;RLC;VP,vA:caus,-u-si-guudxi*
usiguundage7tu,jzd,rusiguunda' gue'tu',v,JLC;VC;VP,vA:caus,-u-si-guunda # ge7tu
usiguundu,jzd,rusiguundu',v,EJG;JLC;RLC;VP,vA:caus,-u-si-guundu
usigwi,jzd,rusigüi,v,JLC,vA:caus,-u-si-gwi
usigye,jzd,rusiguie,v,RLC,vA:caus,-u-si-gye
usikuude,jzd,rusicuudè',v,RLC,vA:caus,-u-si-k.uude*
usikawi,jzd,rusicahuì,v,JLC;RLC,vA:caus,-u-si-kawi*
usikawidyaga,jzd,rusicahuì diaga,v,JLC;RLC,vA:caus,-u-si-kawi* # dyaga
usikichi,jzd,rusiquichi,v,EJG;RLC;VC;VP,vA:caus,-u-si-kichi
usikuuxu,jzd,rusicuuxhu',v,EJG;JLC;RGL;RLC;VP,vA:caus,-u-si-kuuxu
usikwaata,jzd,rusicuaata',v,EJG;JLC,vA:caus,-u-si-kwaata
usikwaatadyaga,jzd,rusicuaata' diaga,v,EJG;JLC;RLC;VP,vA:caus,-u-si-kwaata # dyaga
usikwanda,jzd,rusicuandà,v,RLC,vA:caus,-u-si-kwanda*
usikwexke,jzd,rusicuexhquè,v,RLC,vA:caus,-u-si-kwexke*
usikwixi7,jzd,rusicuixhi',v,EJG;ND;RLC,vA:caus,-u-si-kwixi!7
usilase,jzd,rusilase,v,EJG;JLC;RLC;VP,vA:caus,-u-si-l.ase
usila7dxi,jzd,rusila'dxi',v,RLC,vA:caus,-u-si-la7dxi
usilaga,jzd,rusilaga,v,EJG;JAR;VP,vA:caus,-u-si-laga
usilana,jzd,rusilana,v,VC,vA:caus,-u-si-lana
usilollo,jzd,rusilolò,v,VC,vA:caus,-u-si-lollo*
usimboota,jzd,rusimboòtà',v,RLC,vA:caus,-u-si-mboo*ta*
usimboolo,jzd,rusimboolo',v,RLC,vA:caus,-u-si-mboolo
usimuku,jzd,rusimúcu,v,RLC;VP,vA:caus,-u-si-mu!ku
usina,jzd,rusinà,v,EJG;JLC;RLC;VP,vA:caus,-u-si-na*
usinaa,jzd,rusinaà,v,JLC;RLC,vA:caus,-u-si-naa*
usinaadi,jzd,rusinaadi',v,RLC,vA:caus,-u-si-naadi
usinadxi,jzd,rusinadxì,v,EJG,vA:caus,-u-si-nadxi*
usinda7,jzd,rusindá',v,EJG;JLC;RLC;VP,vA:caus,-u-si-nda!7
usinda7-2,jzd,rusindà',v,EJG;RLC;VP,vA:caus,-u-si-nda*7
usinda7-3,jzd,rusinda',v,JLC;RLC,vA:caus,-u-si-nda7
usinda7yu7,jzd,rusinda'yù',v,RLC,vA:caus,-u-si-nda7=yu*7
usindaa,jzd,rusindaa,v,EJG;RLC;VP,vA:caus,-u-si-ndaa
usindaabi,jzd,rusindaabi',v,EJG;JLC;RLC;VP,vA:caus,-u-si-ndaabi
usindaana,jzd,rusindaanà',v,EJG;JLC;RLC;VP,vA:caus,-u-si-ndaana*
usindani,jzd,rusindani,v,JLC;RLC,vA:caus,-u-si-ndani
usinene,jzd,rusinenè,v,RLC,vA:caus,-u-si-nene*
usingiili,jzd,rusinguiìlì',v,EJG;JLC;RLC,vA:caus,-u-si-ngii*li*
usingola,jzd,rusingola,v,EJG;RLC;VP,vA:caus,-u-si-ngola
usingweza,jzd,rusingüèzà,v,JLC;RLC,vA:caus,-u-si-ngwe*za*
usini7,jzd,rusini',v,EJG;JLC;RLC;VP,vA:caus,-u-si-ni7
usinigi7ri,jzd,rusinigui'ri',v,EJG;RLC;VC;VP,vA:caus,-u-si-ni=gi7ri
usiniisi,jzd,rusiniisì',v,EJG;JLC;RLC;VP,vA:caus,-u-si-niisi*
usiniti,jzd,rusiniti,v,RGL;RLC,vA:caus,-u-si-niti
usipaampa,jzd,rusipaàmpà',v,RLC,vA:caus,-u-si-paa*mpa*
usipaapa,jzd,rusipaapa',v,JLC;RLC,vA:caus,-u-si-paapa
usipaaxu,jzd,rusipaaxhù',v,EJG;RLC;VP,vA:caus,-u-si-paaxu*
usipapa,jzd,rusipapa,v,RLC,vA:caus,-u-si-papa
usipoota,jzd,rusipoòtà',v,RLC,vA:caus,-u-si-poo*ta*
usira,jzd,rusira,v,EJG;RLC;VP,vA:caus,-u-si-ra
usiracha,jzd,rusiracha,v,EJG;RLC;VP,vA:caus,-u-si-racha
usiriga,jzd,rusiriga,v,VC,vA:caus,-u-si-riga
usirolla,jzd,rusirolà,v,JLC;RLC,vA:caus,-u-si-rolla*
usirooba,jzd,rusirooba',v,EJG;RLC;VP,vA:caus,-u-si-rooba
usiroote,jzd,rusirootè',v,JLC;ND;VC,vA:caus,-u-si-roote*
usiropa,jzd,rusiropa,v,EJG;ND;RLC;VP,vA:caus,-u-si-ropa
usiru,jzd,rusiru,v,JLC;RLC,vA:caus,-u-si-ru
usisyaasi,jzd,rusisiaasi',v,EJG;JLC;RLC;VP,vA:caus,-u-si-s.y.aasi
usisaka,jzd,rusisaca,v,EJG;JLC;RLC;VC;VP,vA:caus,-u-si-saka
usisisi,jzd,rusisisi,v,EJG;JLC;RLC;VP,vA:caus,-u-si-sisi
usisoo,jzd,rusisoo,v,EJG;RLC;VP,vA:caus,-u-si-soo
usitaaba,jzd,rusitaaba',v,EJG;ND;RLC;VP,vA:caus,-u-si-taaba
usitaaka,jzd,rusitaacà',v,EJG;ND,vA:caus,-u-si-taaka*
usitaata,jzd,rusitaata',v,EJG;RLC;VP,vA:caus,-u-si-taata
usiteede,jzd,rusiteedè',v,EJG;ND;RLC,vA:caus,-u-si-teede*
usitende,jzd,rusitendè,v,EJG;ND;RLC,vA:caus,-u-si-tende*
usitipa,jzd,rusitipa,v,EJG;JLC;ND;RLC;VP,vA:caus,-u-si-tipa
usitipi,jzd,rusitipi,v,EJG;RLC,vA:caus,-u-si-tipi
usituumbu,jzd,rusituumbu',v,RGL;RLC,vA:caus,-u-si-tuumbu
usituutu,jzd,rusituutu',v,EJG;ND;RLC,vA:caus,-u-si-tuutu
usitwilu,jzd,rusitui lu,v,EJG;RGL;RLC;VP,vA:caus,-u-si-twi # lu
usiwaawa,jzd,rusihuaahua',v,EJG;RLC;VP,vA:caus,-u-si-waawa
usiwati,jzd,rusihuatì,v,EJG;RLC;VP,vA:caus,-u-si-wati*
usiwelu,jzd,rusihuèlu,v,EJG;VC,vA:caus vers,-u-si-we*lu
usiwii,jzd,rusihuii,v,EJG;VC,vA:caus,-u-si-wii
usiwiini,jzd,rusihuiini',v,EJG;RLC;VP,vA:caus,-u-si-wiini
usiwinni,jzd,rusihuinnì,v,EJG;RLC;VP,vA:caus,-u-si-winni*
usixana,jzd,rusixhana,v,JLC;RLC;VC,vA:caus,-u-si-x.ana
usixidxi,jzd,rusixhidxi,v,RLC,vA:caus,-u-si-x.idxi
usixyazhi7,jzd,rusixhiaxí',v,JLC;RLC,vA:caus,-u-si-x.ya=zhi!7
usixakala7dxi,jzd,rusixhacala'dxi',v,JLC;RLC;VC;VP,vA:caus,-u-si-xaka=la7dxi
usixii,jzd,rusixhii,v,EJG;RLC,vA:caus,-u-si-xii
usixixi,jzd,rusixhixhì,v,JLC;RLC,vA:caus,-u-si-xixi*
usixuuna,jzd,rusixhuuna',v,EJG;JLC;RLC;VP,vA:caus,-u-si-xuuna
usixuxu,jzd,rusixhuxhù,v,EJG;RLC;VP,vA:caus,-u-si-xuxu*
usiyaa,jzd,rusiyaà,v,EJG;JLC;RLC;VP,vA:caus,-u-si-yaa*
usiyi7,jzd,rusiyì',v,EJG;RLC;VP,vA:caus,-u-si-yi*7
usizaani,jzd,rusizaani',v,RGL;RLC,vA:caus,-u-si-z.aani
usizabi,jzd,rusizabì,v,JLC;RLC,vA:caus,-u-si-zabi*
usizelle7,jzd,rusizelé',v,EJG;JLC;RLC;VP,vA:caus,-u-si-zelle!7
usizheexe,jzd,rusixeexhe',v,JLC;RLC,vA:caus,-u-si-zheexe
usizhi,jzd,rusixi,v,EJG;RLC,vA:caus,-u-si-zhi
usizhibi,jzd,rusixibi,v,VC;VP,vA:caus,-u-si-zhibi
usizhidxi,jzd,rusixidxì,v,EJG;JLC;RLC;VP,vA:caus,-u-si-zhidxi*
usizhoo,jzd,rusixoo,v,EJG;RLC,vA:caus,-u-si-zhoo
usizhoonye,jzd,rusixooñe',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-si-zhoonye
usizhundxi,jzd,rusixùndxì,v,RLC,vA:caus,-u-si-zhu*ndxi*
usizhye7,jzd,rusixié',v,EJG;RLC,vA:caus,-u-si-zhye!7
usizhyee,jzd,rusixieè,v,EJG;RLC;VP,vA:caus,-u-si-zhyee*
usizuumba,jzd,rusizuumba',v,RLC,vA:caus,-u-si-zuumba
usizya7,jzd,rusizia',v,RLC,vA:caus,-u-si-zya7
usiiwi,jzd,rusiihui',v,EJG,vA:caus,-u-siiwi
usucheepa,jzd,rusucheepa',v,EJG;JLC;ND;RLC,vA:caus,-u-su-cheepa
usuchuku,jzd,rusuchucu,v,EJG;RLC;VP,vA:caus,-u-su-chuku
usude,jzd,rusude,v,EJG;JLC;ND;RLC;VC,vA:caus,-u-su-de
usugatinisa,jzd,rusugatì nisa,v,RLC,vA:caus,-u-su-g.ati* # nisa
usuginde,jzd,rusuguinde,v,JLC,vA:caus,-u-su-ginde
utaabi,jzd,rutaabì',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-t.aabi*
utaabigiiba,jzd,rutaabì' guiiba',v,EJG,vA:caus,-u-t.aabi* # giiba
utaabigiichi,jzd,rutaabì' guiichì',v,EJG;RLC,vA:caus,-u-t.aabi* # giichi*
utaagu,jzd,rutaagu',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-t.aagu
utaaguneza,jzd,rutaagu' neza,v,EJG;RLC,vA:caus,-u-t.aagu # neza
utaaguna7,jzd,rutaagu'nà',v,EJG,vA:caus,-u-t.aagu=na*7
utaagusaa,jzd,rutaagu'saa,v,EJG;RLC,vA:caus,-u-t.aagu=saa
utaaguyoo,jzd,rutaagu'yoo,v,EJG,vA:caus,-u-t.aagu=yoo
utaata,jzd,rutaata',v,JLC;RLC,vA:caus,-u-t.aata
utalle,jzd,rutalè,v,EJG;JLC;ND;VP,vA:caus,-u-t.alle*
uteegu,jzd,ruteegu',v,JLC;RGL;RLC,vA:caus,-u-t.eegu
utiinye,jzd,rutiiñe',v,EJG;JLC;ND;VP,vA:caus,-u-t.iinye
utinde,jzd,rutindè,v,EJG;JLC;ND;RLC;VP,vA:caus,-u-t.inde*
utoo,jzd,rutoo,v,EJG;JLC;ND;RLC;VP,vA:caus,-u-t.oo
utooya,jzd,rutooyà',v,RLC,vA:caus,-u-t.oo=ya*
utyee,jzd,rutiee,v,EJG;JLC;ND;RGL;RLC;VC;VP,vA:caus,-u-t.yee
utaaba,jzd,rutaaba',v,EJG,vA:caus,-u-taaba
utaadxi,jzd,rutaadxi',v,EJG;RLC,vA:caus,-u-taadxi
utaaka,jzd,rutaacà',v,EJG;RLC,vA:caus,-u-taaka*
utibi,jzd,rutibì,v,EJG,vA:caus,-u-tibi*
utiidi,jzd,rutiidi',v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-tiidi
utiidiba7du,jzd,rutiidi' ba'du',v,EJG;ND;RLC,vA:caus,-u-tiidi # ba7du
utiidinyee,jzd,rutiidi' ñee,v,ND;RGL;RLC,vA:caus,-u-tiidi # nyee
utiidilaaga,jzd,rutiidi'laaga',v,RLC,vA:caus,-u-tiidi=laaga
utiidina7,jzd,rutiidi'nà',v,EJG;VC,vA:caus,-u-tiidi=na*7
utiiki,jzd,rutiiquì',v,EJG;FSL;JLC;ND;VC;VP,vA:caus,-u-tiiki*
utiipi,jzd,rutiipì',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-tiipi*
utiixi,jzd,rutiixhì',v,EJG;JLC;ND;VP,vA:caus,-u-tiixi*
utipa,jzd,rutipa,v,,vA:caus,-u-tipa
utopa,jzd,rutopà,v,EJG;JLC;ND;RLC;VP,vA:caus,-u-topa*
utopaba7du,jzd,rutopà ba'du',v,EJG;RLC,vA:caus,-u-topa* # ba7du
utopadiidxa,jzd,rutopà diidxa',v,EJG;ND;RLC,vA:caus,-u-topa* # diidxa
utopadiinye,jzd,rutopà diiñe',v,EJG;ND;RLC,vA:caus,-u-topa* # diinye
utopagizhi,jzd,rutopà guixi,v,EJG;JLC;ND;RLC,vA:caus,-u-topa* # gizhi
utopayaga,jzd,rutopà yaga,v,EJG,vA:caus,-u-topa* # yaga
utopala7si,jzd,rutopàla'sì',v,EJG;RLC,vA:caus,-u-topa* la7 +si*
utopagidxa,jzd,rutopàguidxa,v,EJG;ND;RLC,vA:caus,-u-topa*=gidxa
utopajlaagu,jzd,rutopàxlaagu',v,EJG;RLC,vA:caus,-u-topa*=j.laagu
utopalu,jzd,rutopàlu,v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-topa*=lu
utopana7,jzd,rutopànà',v,EJG;ND;RLC,vA:caus,-u-topa*=na*7
utopazhoo,jzd,rutopàxoo,v,EJG,vA:caus,-u-topa*zhoo
utubi,jzd,rutubì,v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-tubi*
utubiyu,jzd,rutubì yu,v,EJG;ND,vA:caus,-u-tubi* # yu
utubina7,jzd,rutubìnà',v,EJG,vA:caus,-u-tubi*=na*7
utuuba,jzd,rutuuba',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-tuuba
utuxu,jzd,rutuxhu,v,EJG;JLC;ND;RGL;RLC;VP,vA:caus vers,-u-tuxu
utuxubi7ku,jzd,rutuxhù (bi'cu'),v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-tuxu* (# bi7ku)
utwilu,jzd,rutui lu,v,JLC;RLC,vA:caus,-u-twi # lu
utyeelu,jzd,rutiee lu,v,EJG;ND,vA:caus,-u-tyee # lu
uxaata,jzd,ruxhaata',v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-x.aata
uxadxe7,jzd,ruxhadxé',v,EJG;ND;RLC;VP,vA:caus,-u-x.adxe!7
uxage7,jzd,ruxhagué',v,EJG;RLC;VP,vA:caus,-u-x.age!7
uxalle7,jzd,ruxhalé',v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-x.alle!7
uxedxe7,jzd,ruxhedxé',v,EJG,vA:caus,-u-x.edxe!7
uxidxi,jzd,ruxhidxi,v,EJG;JLC;ND;RGL;RLC;VC;VP,vA:caus,-u-x.idxi
uxii,jzd,ruxii,v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-x.ii
uxii-2,jzd,ruxhiì,v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-x.ii*
uxiinye,jzd,ruxhiiñe',v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-x.iinye
uxudxi,jzd,ruxhudxi,v,EJG;JLC;ND;VP,vA:caus,-u-x.udxi
uxundxi,jzd,ruxhundxì,v,RLC,vA:caus,-u-x.undxi*
uxupi,jzd,ruxhupi,v,RLC,vA:caus,-u-x.upi
uxuubadonda,jzd,ruxhuuba'donda,v,EJG;JLC;ND;RLC;VC;VP,vA:caus,-u-x.uuba=donda
uxuubakwiini,jzd,ruxhuuba'cuiini',v,EJG;ND;RLC;VC;VP,vA:caus,-u-x.uuba=kwiini
uxuuna,jzd,ruxhuuna',v,EJG;ND;RLC,vA:caus,-u-x.uuna
uxa,jzd,ruxha,v,EJG;ND;RLC;VP,vA:caus,-u-xa
uxaatayuze,jzd,ruxhaata' yùzè,v,EJG;JLC;RLC;VP,vA:caus,-u-xaata # yu*ze*
uxaatana7,jzd,ruxhaata'nà',v,EJG;RLC;VC,vA:caus,-u-xaata=na*7
uxaatanyee,jzd,ruxhaata'ñee,v,EJG;JLC;RGL;RLC;VC;VP,vA:caus,-u-xaata=nyee
uxaku,jzd,ruxhacu,v,RLC,vA:caus,-u-xaku
uxeembe,jzd,ruxheembe',v,EJG;ND,vA:caus,-u-xeembe
uxeemberwaa,jzd,ruxheembe' ruaa,v,EJG,vA:caus,-u-xeembe # rwaa
uxexe,jzd,ruxhexhe,v,EJG;JLC;ND;RGL;VP,vA:caus,-u-xexe
uxirini,jzd,ruxhirini,v,EJG;JLC;ND;RLC;VP,vA:i,-u-xi=rini
uxidxina7,jzd,ruxhidxinà',v,EJG;JLC;ND;RLC;VP,vA:caus,-u-xidxi=na*7
uxidxirwaa,jzd,ruxhidxiruaa,v,EJG;JLC;RLC,vA:caus,-u-xidxi=rwaa
uxii-3,jzd,ruxii,v,EJG;JLC;ND;RGL;RLC;VP,vA:caus,-u-xii
uxiidoo,jzd,ruxhii doo,v,EJG,vA:caus,-u-xii # doo
uxiiike,jzd,ruxhii ique,v,EJG;RLC,vA:caus,-u-xii # ike
uxiindaani,jzd,ruxhii ndaani',v,EJG;JLC;VP,vA:caus,-u-xii # ndaani
uxiiyanni,jzd,ruxhii yanni,v,JLC;VP,vA:caus,-u-xii # yanni
uxiizhii,jzd,ruxhii xii,v,EJG;RGL;RLC;VP,vA:caus,-u-xii # zhii
uxiidi,jzd,ruxhiidi',v,RLC,vA:caus,-u-xiidi
